epoch,train loss,train accuracy,validation loss,validation accuracy,epoch time,name
0,0.7026458978652954,0.5033329725265503,0.7058019638061523,0.4774688482284546,0.0,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
1,0.6947154402732849,0.5471875071525574,0.7002015709877014,0.5292425751686096,22.089686155319214,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
2,0.5781964659690857,0.7051807045936584,0.588560938835144,0.6912751793861389,22.310338497161865,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
3,0.654941201210022,0.7047129273414612,0.665059506893158,0.6912751793861389,22.20718502998352,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
4,0.537726640701294,0.7403812408447266,0.5398719310760498,0.7411313652992249,22.1812846660614,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
5,0.5209745168685913,0.7490352392196655,0.5260167717933655,0.7545541524887085,22.180511713027954,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
6,0.5651769638061523,0.7205005288124084,0.5688830614089966,0.7123681902885437,22.224488735198975,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
7,0.4873320758342743,0.7717226147651672,0.509809672832489,0.7574304938316345,22.20284605026245,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
8,0.48285526037216187,0.7719565033912659,0.49096745252609253,0.7708533406257629,22.242098808288574,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
9,0.46768704056739807,0.7748801708221436,0.4896028935909271,0.7679769992828369,22.15901517868042,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
10,0.45996806025505066,0.784001886844635,0.4834475815296173,0.772770881652832,22.179964542388916,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
