epoch,train loss,train accuracy,validation loss,validation accuracy,epoch time,name
0,0.842746376991272,0.2958718240261078,0.832358181476593,0.30872485041618347,0.0,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01_adapter
1,0.6004145741462708,0.7042451500892639,0.6102935075759888,0.6912751793861389,21.67326331138611,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01_adapter
2,0.5780996680259705,0.7161735892295837,0.5802950859069824,0.7104506492614746,21.73559284210205,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01_adapter
3,0.7898995280265808,0.4015904664993286,0.7741689682006836,0.411313533782959,21.77723717689514,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01_adapter
4,0.5634413361549377,0.721903920173645,0.567010223865509,0.7123681902885437,21.802387952804565,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01_adapter
5,0.5752580165863037,0.7224886417388916,0.56776362657547,0.7305848598480225,21.822345495224,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01_adapter
6,0.5849083662033081,0.7152379751205444,0.5961024761199951,0.7008628845214844,21.842860221862793,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01_adapter
7,0.57066810131073,0.7148871421813965,0.5841511487960815,0.7027804255485535,21.89225459098816,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01_adapter
8,0.5592734217643738,0.7271664142608643,0.557032585144043,0.7372962832450867,21.929996490478516,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01_adapter
9,0.5503000617027283,0.7304409146308899,0.5589572191238403,0.7238734364509583,21.90710973739624,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01_adapter
10,0.5760720372200012,0.7133668661117554,0.5744441151618958,0.7267497777938843,21.943690061569214,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01_adapter
