epoch,batch,train loss,train accuracy,validation loss,validation accuracy,batch time,name
0,0,0.705931544303894,0.4372893273830414,0.7015606760978699,0.45756879448890686,0.0,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,25,0.7184817218780517,0.52125,0.7693654298782349,0.5091742873191833,1.9521830081939697,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,50,0.6992821836471558,0.54,0.7024474740028381,0.5103210806846619,1.9502534866333008,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,75,0.67528879404068,0.6025,0.7208407521247864,0.5091742873191833,1.9419710636138916,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,100,0.6860696816444397,0.565,0.6781140565872192,0.6181192398071289,1.943009853363037,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,125,0.6912497544288635,0.51875,0.7778813242912292,0.5091742873191833,1.9532203674316406,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,150,0.6911572933197021,0.5625,0.6699954867362976,0.6112384796142578,1.943148136138916,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,175,0.6858086776733399,0.5575,0.7114102840423584,0.5091742873191833,1.9428656101226807,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,200,0.6746026921272278,0.5775,0.7111051082611084,0.4908256530761719,1.9438223838806152,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,225,0.6699006271362304,0.5725,0.67999666929245,0.5091742873191833,1.9414894580841064,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,250,0.6634475922584534,0.61875,0.6529623866081238,0.6192660331726074,1.9458675384521484,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,275,0.6617178583145141,0.61375,0.8111876845359802,0.5091742873191833,1.9473347663879395,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,300,0.6844825839996338,0.57375,0.6461300253868103,0.6846330165863037,1.944918155670166,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,325,0.6599536252021789,0.60375,0.7108193635940552,0.517201840877533,1.9469389915466309,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,350,0.6548086285591126,0.6075,0.6414288282394409,0.6628440022468567,1.9471426010131836,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,375,0.6369805908203126,0.63375,0.6655052900314331,0.5745412707328796,1.9437172412872314,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,400,0.6436431908607483,0.62375,0.6445684432983398,0.622706413269043,1.9523577690124512,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,425,0.6457363796234131,0.6425,0.633990466594696,0.6926605105400085,1.9425508975982666,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,450,0.6462510704994202,0.6225,0.6841984391212463,0.5068807005882263,1.9477910995483398,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,475,0.6228601574897766,0.6475,0.7055453658103943,0.49770641326904297,1.9504945278167725,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,500,0.6454138588905335,0.645,0.6605151891708374,0.5653669238090515,1.9434750080108643,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,525,0.6353563356399536,0.645,0.6394754648208618,0.600917398929596,1.944246530532837,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,550,0.6168251299858093,0.68625,0.626507043838501,0.6502293348312378,1.947237253189087,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,575,0.6419989120960236,0.635,0.610970139503479,0.7396788597106934,1.9462273120880127,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,600,0.6208577013015747,0.6625,0.6295488476753235,0.6284403204917908,1.9478769302368164,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,625,0.6444207549095153,0.61625,0.6101512908935547,0.7247706055641174,1.941606044769287,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,650,0.6273365092277526,0.64375,0.6076879501342773,0.7419724464416504,1.9421663284301758,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,675,0.6104362320899963,0.67625,0.6095351576805115,0.7178899049758911,1.9523835182189941,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,700,0.6078297996520996,0.67,0.6210348010063171,0.6536697149276733,1.9432246685028076,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,725,0.6263429975509643,0.63125,0.6034575700759888,0.6961008906364441,1.9459118843078613,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,750,0.6137305045127869,0.65875,0.6332318782806396,0.6043577790260315,1.9508588314056396,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,775,0.59560054063797,0.6825,0.59835284948349,0.7385320663452148,1.9457738399505615,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,800,0.6155474436283112,0.67375,0.6119930148124695,0.6880733370780945,1.9444291591644287,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,825,0.6048197793960571,0.67,0.5886686444282532,0.7431192398071289,1.9545128345489502,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,850,0.5970651698112488,0.68375,0.5892626643180847,0.7144495248794556,1.9422814846038818,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,875,0.5948210620880127,0.6925,0.5885121822357178,0.725917398929596,1.9466803073883057,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,900,0.6041814160346984,0.695,0.6027278304100037,0.6983944773674011,1.9389824867248535,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,925,0.5907218027114868,0.68875,0.5894397497177124,0.7041283845901489,1.948848009109497,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,950,0.5773886632919312,0.705,0.6179755330085754,0.6238532066345215,1.9537849426269531,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,975,0.5848053026199341,0.69375,0.5826458930969238,0.747706413269043,1.944986343383789,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,1000,0.5939393448829651,0.69875,0.6317137479782104,0.6066513657569885,1.9554986953735352,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,1025,0.5856526494026184,0.6975,0.5850033164024353,0.708715558052063,1.948930025100708,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,1050,0.5828831887245178,0.70375,0.5801247358322144,0.7167431116104126,1.944788932800293,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
1,1075,0.589507042169571,0.69625,0.5751652717590332,0.7350916862487793,1.943185567855835,bert-base-uncased_sst2_epochs5_minibatch32_logging25_differentiallr_lr01
