epoch,train loss,train accuracy,validation loss,validation accuracy,epoch time,name
0,0.7518841028213501,0.32557597756385803,0.7495008707046509,0.3307766020298004,0.0,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
1,0.5979165434837341,0.7043620944023132,0.6095016598701477,0.6912751793861389,21.989023685455322,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
2,0.5752140879631042,0.7106771469116211,0.5812610387802124,0.7056567668914795,22.00486922264099,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
3,0.7168698906898499,0.7041282057762146,0.740916907787323,0.6922339200973511,22.08594274520874,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
4,0.7139326930046082,0.7043620944023132,0.7383785843849182,0.6912751793861389,22.05356478691101,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
5,0.6611452102661133,0.6102210283279419,0.647831380367279,0.6241610646247864,22.115628480911255,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
6,0.7012287378311157,0.5302304029464722,0.6899134516716003,0.536912739276886,22.113183975219727,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
7,0.5565165281295776,0.7231903076171875,0.5611140727996826,0.7123681902885437,22.122228860855103,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
8,0.5615262985229492,0.721903920173645,0.5642685890197754,0.717162013053894,22.081951379776,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
9,0.564778745174408,0.7208513617515564,0.5738834142684937,0.7075743079185486,22.10770535469055,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
10,0.5640484094619751,0.7265816926956177,0.5602362751960754,0.7392138242721558,22.102248430252075,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
