epoch,train loss,train accuracy,validation loss,validation accuracy,epoch time,name
0,0.6094433665275574,0.7017892599105835,0.6219164729118347,0.6912751793861389,0.0,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01
1,1.3763580322265625,0.296924352645874,1.3529772758483887,0.31064239144325256,21.961997032165527,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01
2,0.6768876910209656,0.5730324387550354,0.6699582934379578,0.5858101844787598,22.031344890594482,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01
3,0.7259587049484253,0.7043620944023132,0.7594959735870361,0.6893576383590698,22.05899930000305,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01
4,0.56700599193573,0.7208513617515564,0.5782524347305298,0.7229146957397461,22.049346208572388,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01
5,0.6105145812034607,0.7068179249763489,0.6196141242980957,0.6951102614402771,22.04596781730652,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01
6,0.5606265068054199,0.7254122495651245,0.5591664910316467,0.7229146957397461,22.08827304840088,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01
7,0.5609091520309448,0.7203835844993591,0.5641945600509644,0.7190796136856079,22.031183004379272,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01
8,0.6803528070449829,0.5745527148246765,0.6705000996589661,0.5906040072441101,22.08314299583435,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01
9,0.5977404713630676,0.7105602025985718,0.6114967465400696,0.7037392258644104,22.11789298057556,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01
10,0.5557454824447632,0.7295053601264954,0.5477540493011475,0.742090106010437,22.047439575195312,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01
