epoch,batch,train loss,train accuracy,validation loss,validation accuracy,batch time,name
0,0,0.700937807559967,0.5570535659790039,0.7392585277557373,0.5091742873191833,0.0,bert-base-uncased_sst2_epochs5_minibatch32_logging25_nesterovlr_lr01_adapter
1,25,0.74643590092659,0.54375,0.6580455899238586,0.6387614607810974,1.9831464290618896,bert-base-uncased_sst2_epochs5_minibatch32_logging25_nesterovlr_lr01_adapter
1,50,0.6926754474639892,0.56625,0.633158802986145,0.6536697149276733,1.9713428020477295,bert-base-uncased_sst2_epochs5_minibatch32_logging25_nesterovlr_lr01_adapter
1,75,0.5812530672550201,0.7025,0.49406254291534424,0.8038990497589111,1.9719061851501465,bert-base-uncased_sst2_epochs5_minibatch32_logging25_nesterovlr_lr01_adapter
1,100,0.4806634271144867,0.76,0.4257116913795471,0.8211008906364441,1.983062505722046,bert-base-uncased_sst2_epochs5_minibatch32_logging25_nesterovlr_lr01_adapter
1,125,0.4097155851125717,0.8325,0.3574155867099762,0.8451834321022034,1.9823484420776367,bert-base-uncased_sst2_epochs5_minibatch32_logging25_nesterovlr_lr01_adapter
1,150,0.37446774065494537,0.84,0.3490334451198578,0.8486238121986389,1.979252815246582,bert-base-uncased_sst2_epochs5_minibatch32_logging25_nesterovlr_lr01_adapter
1,175,0.36743573665618895,0.84125,0.31836003065109253,0.8589448928833008,1.9730002880096436,bert-base-uncased_sst2_epochs5_minibatch32_logging25_nesterovlr_lr01_adapter
1,200,0.346875467300415,0.86,0.32520216703414917,0.8520641922950745,1.9667999744415283,bert-base-uncased_sst2_epochs5_minibatch32_logging25_nesterovlr_lr01_adapter
1,225,0.3498831504583359,0.86375,0.3445609211921692,0.8474770188331604,1.9692442417144775,bert-base-uncased_sst2_epochs5_minibatch32_logging25_nesterovlr_lr01_adapter
1,250,0.33039510130882266,0.86,0.2992722690105438,0.8784403204917908,1.959399938583374,bert-base-uncased_sst2_epochs5_minibatch32_logging25_nesterovlr_lr01_adapter
1,275,0.3010623675584793,0.8775,0.3033735156059265,0.8761467337608337,1.95749831199646,bert-base-uncased_sst2_epochs5_minibatch32_logging25_nesterovlr_lr01_adapter
1,300,0.3211203926801682,0.8725,0.31184449791908264,0.8681192398071289,1.959329605102539,bert-base-uncased_sst2_epochs5_minibatch32_logging25_nesterovlr_lr01_adapter
