epoch,train loss,train accuracy,validation loss,validation accuracy,epoch time,name
0,0.6608363389968872,0.6460063457489014,0.6687943339347839,0.6184084415435791,0.0,bert-base-uncased_cola_epochs10_minibatch32_logging25_nesterovlr_lr01_adapter
1,1.2495973110198975,0.380189448595047,1.230702519416809,0.3921380639076233,22.237498998641968,bert-base-uncased_cola_epochs10_minibatch32_logging25_nesterovlr_lr01_adapter
2,0.4658738076686859,0.7829493880271912,0.4843519926071167,0.76701819896698,22.33310317993164,bert-base-uncased_cola_epochs10_minibatch32_logging25_nesterovlr_lr01_adapter
3,0.4089316427707672,0.8137060403823853,0.473156213760376,0.7957814335823059,22.294129848480225,bert-base-uncased_cola_epochs10_minibatch32_logging25_nesterovlr_lr01_adapter
4,0.3882129490375519,0.8289089202880859,0.4973679184913635,0.7957814335823059,22.32280683517456,bert-base-uncased_cola_epochs10_minibatch32_logging25_nesterovlr_lr01_adapter
5,0.38931140303611755,0.8222430348396301,0.4717666208744049,0.7766059637069702,22.310678243637085,bert-base-uncased_cola_epochs10_minibatch32_logging25_nesterovlr_lr01_adapter
6,0.290779173374176,0.8739328980445862,0.45794960856437683,0.8092042207717896,22.33212375640869,bert-base-uncased_cola_epochs10_minibatch32_logging25_nesterovlr_lr01_adapter
7,0.2800520956516266,0.8857443928718567,0.41712674498558044,0.8139981031417847,22.33142900466919,bert-base-uncased_cola_epochs10_minibatch32_logging25_nesterovlr_lr01_adapter
8,0.27243009209632874,0.883639395236969,0.5018415451049805,0.8082454800605774,22.310256004333496,bert-base-uncased_cola_epochs10_minibatch32_logging25_nesterovlr_lr01_adapter
9,0.2410695105791092,0.8984914422035217,0.5212500691413879,0.7938638925552368,22.335465908050537,bert-base-uncased_cola_epochs10_minibatch32_logging25_nesterovlr_lr01_adapter
10,0.21317057311534882,0.9106537699699402,0.5646214485168457,0.8101630210876465,22.30614995956421,bert-base-uncased_cola_epochs10_minibatch32_logging25_nesterovlr_lr01_adapter
