epoch,batch,train loss,train accuracy,validation loss,validation accuracy,batch time,name
0,0,0.6899534463882446,0.5554499626159668,0.714474618434906,0.5114678740501404,0.0,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,25,0.7081097984313964,0.51375,0.6957219243049622,0.48853209614753723,1.9606988430023193,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,50,0.6856338763237,0.54375,0.6850507259368896,0.5516054630279541,1.9670979976654053,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,75,0.6885368227958679,0.5525,0.6974099278450012,0.5091742873191833,1.955777645111084,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,100,0.6774887204170227,0.57,0.770870566368103,0.5091742873191833,1.9582347869873047,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,125,0.6676657271385192,0.60625,0.6818602085113525,0.5309633016586304,1.9652960300445557,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,150,0.6674182367324829,0.57625,0.6739022731781006,0.5458715558052063,1.9577569961547852,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,175,0.6836202192306519,0.5675,0.6584290266036987,0.6376146674156189,1.9652724266052246,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,200,0.6593332505226135,0.6025,0.657495379447937,0.6135320663452148,1.9580028057098389,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,225,0.6542197036743164,0.6025,0.6465970873832703,0.6857798099517822,1.964210033416748,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,250,0.6622923922538757,0.59375,0.6927258968353271,0.5103210806846619,1.9563002586364746,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,275,0.6408637022972107,0.62875,0.6512484550476074,0.5871559381484985,1.9656105041503906,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,300,0.6344618415832519,0.665,0.6297282576560974,0.7006880640983582,1.961113691329956,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,325,0.636514070034027,0.65375,0.6197460293769836,0.7350916862487793,1.9595396518707275,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,350,0.619193434715271,0.6525,0.649380087852478,0.5711008906364441,1.9629120826721191,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,375,0.6149569344520569,0.6375,0.6017996072769165,0.7270641922950745,1.9548227787017822,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,400,0.6136025595664978,0.70375,0.6014110445976257,0.7522935271263123,1.950324535369873,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,425,0.5896417021751403,0.7,0.5817978978157043,0.7660549879074097,1.9645583629608154,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,450,0.5755966544151306,0.74875,0.6081875562667847,0.6456421613693237,1.95560884475708,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,475,0.5841831851005554,0.71375,0.5663201212882996,0.7213302254676819,1.9686830043792725,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,500,0.5474192667007446,0.75625,0.5612351298332214,0.7522935271263123,1.9582798480987549,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,525,0.5349603950977325,0.77875,0.521445631980896,0.79701828956604,1.9550344944000244,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,550,0.5269968974590301,0.78,0.5651726722717285,0.6697247624397278,1.9614465236663818,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,575,0.5073051512241363,0.7725,0.47839370369911194,0.8222476840019226,1.9593968391418457,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,600,0.45795081615447997,0.825,0.4622560441493988,0.8291283845901489,1.9558229446411133,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,625,0.4107956767082214,0.84625,0.42929792404174805,0.833715558052063,1.9605324268341064,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,650,0.4285703480243683,0.8175,0.4053623080253601,0.8405963182449341,1.956763505935669,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,675,0.40355469286441803,0.82125,0.39511770009994507,0.8325687646865845,1.9628512859344482,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,700,0.38358813285827636,0.8525,0.3725549876689911,0.8463302254676819,1.9593825340270996,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,725,0.3842116868495941,0.8325,0.3745189607143402,0.850917398929596,1.9636390209197998,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,750,0.3913504922389984,0.81875,0.36528006196022034,0.8463302254676819,1.9536292552947998,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,775,0.38541188776493074,0.845,0.34904295206069946,0.8486238121986389,1.9657583236694336,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,800,0.36173580765724184,0.85625,0.3733969032764435,0.8451834321022034,1.9624080657958984,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,825,0.3500800585746765,0.83875,0.3519843816757202,0.8543577790260315,1.961913824081421,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,850,0.3593450218439102,0.8525,0.35032373666763306,0.8405963182449341,1.9582781791687012,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,875,0.3488062906265259,0.84875,0.3502196967601776,0.8520641922950745,1.9580986499786377,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
1,900,0.35278560042381285,0.84375,0.34302446246147156,0.85550457239151,1.961704969406128,bert-base-uncased_sst2_epochs5_minibatch32_logging25_fixedlr_lr01_adapter
